index,value
2016-07-31,11.487615859958355
2016-08-31,11.51166313002362
2016-09-30,12.668092909914874
2016-10-31,12.302983930021893
2016-11-30,11.883924460027599
2016-12-31,11.294808409997499
2017-01-31,-0.8249932400414189
2017-02-28,-0.8249932399255598
2017-03-31,2.864864860063078
2017-04-30,2.7524167599933516
2017-05-31,3.0605366100492977
2017-06-30,3.9196940700301224
2017-07-31,3.911680520033079
2017-08-31,3.572398799977969
2017-09-30,3.539943040049245
2017-10-31,3.8288595199988653
2017-11-30,4.267874300038458
2017-12-31,5.705955850054378
2018-01-31,13.077867179987527
2018-02-28,13.077867179943585
2018-03-31,8.709931689942803
2018-04-30,9.094472759973984
2018-05-31,10.243328100003849
2018-06-30,11.276120379992118
2018-07-31,11.476915010043529
2018-08-31,11.855737699998791
2018-09-30,11.854859839942058
2018-10-31,11.824146980083016
2018-11-30,12.424322189966018
2018-12-31,12.21434199995905
2019-01-31,7.959479020077039
2019-02-28,7.959479020022306
2019-03-31,8.20543807011966
2019-04-30,10.25272487995222
2019-05-31,9.68316126999359
2019-06-30,9.472068030018109
2019-07-31,9.60112954002419
2019-08-31,9.2625161199516
2019-09-30,9.09942616008065
2019-10-31,9.153855179946866
2019-11-30,8.92062749005622
2019-12-31,8.696161050032837
